CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer,Customer_No
CQ0331R,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0331R,CUC0221F-999,,,10,13.7,137.0,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0353,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LINK ASSY,CQ0353,CLA0022C-999,,,5,8.6,43.0,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0355L,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0355L,CLC0727F-999,,,18,17.82,320.76,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0355R,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0355R,CLC0726E-999,,,10,17.82,178.2,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0355X,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0355X,CLC0826H-999,,,27,24.76,668.52,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0355Y,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0355Y,CLC0825H-999,,,24,24.76,594.24,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0390X,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0390X,CLC0844G-999,,,10,31.59,315.9,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0464L,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0464L,CUC0300D-999,,,10,16.44,164.4,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0478Y,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0478Y,CLC0952D-999,,,10,24.4,244.0,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0495L,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0495L,CLC0961D-999,,,33,27.2,897.6,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0512R,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,CQ0512R LWR C/ARM ASSY,CQ0512R,CLC0981C-999,,,10,21.96,219.6,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0173,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0173,RIT0379F-999,,,30,4.15,124.5,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0415,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0415,RIT0313F-999,,,20,3.84,76.8,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0423,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0423,RIT0321H-999,,,20,4.01,80.2,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0626,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0626,RIT0170D-999,,,25,6.49,162.25,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0658,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0658,RIT0197F-999,,,40,4.32,172.8,USD,B2B,SELL-IN,Lordco Auto Parts,289029
GV0420,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,BUSH AM,GV0420,CBH0687A-999,,,30,2.32,69.6,USD,B2B,SELL-IN,Lordco Auto Parts,289029
GV0434U,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,GV0434U BUSH AM,GV0434U,CBH1481A-999,,,24,2.04,48.96,USD,B2B,SELL-IN,Lordco Auto Parts,289029
GV0490U,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,GV0490U BUSH AM,GV0490U,CBH1492A-999,,,24,4.2,100.8,USD,B2B,SELL-IN,Lordco Auto Parts,289029
PL0555,2026-04-20,NA,CANADA,Strategic Partner Program,CHOICE_KIT,STABILIZER LINK ASSY,PL0555,CSL1874B-999,,,10,4.79,47.9,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CB0161,2026-04-21,LATAM,에콰도르,CTR MarketFit Campaign,CHOICE_KIT,BALL JOINT,CB0161,96535089,LOWER,GM KOREA AVEO 2002-,800,4.68,3744,USD,B2B,SELL-IN,COJAPAN,200312
CL0240,2026-04-21,LATAM,에콰도르,CTR MarketFit Campaign,CHOICE_KIT,STABILIZER LINK,CL0240,96275798,FRONT,GM KOREA NUBIRA 1997-1999,3500,3.26,11410,USD,B2B,SELL-IN,COJAPAN,200312
CQ0280R,2026-04-21,LATAM,에콰도르,CTR MarketFit Campaign,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0280R,54500-1HK1A,Front Right Lower,NISSAN MICRA 2015 - 2018,20,16.79,335.8,USD,B2B,SELL-IN,COJAPAN,200312
CR0490,2026-04-21,LATAM,도미니카 공화국,CTR MarketFit Campaign,CHOICE_KIT,INNER TIE ROD,CR0490,485211HK0A,R/L,NISSAN MARCH 2010-,20,4.79,95.8,USD,B2B,SELL-IN,ARIAS MOTOR,200387
CR0490,2026-04-21,LATAM,DOMINICAN REPUBLIC,Mexico Worldcup Promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0490,RIT0646K-999,,,20,4.79,95.8,USD,B2B,SELL-IN,ARIAS MOTOR,200387
CB0161,2026-04-21,LATAM,ECUADOR,Mexico Worldcup Promotion,CHOICE_KIT,BALL JOINT ASSY,CB0161,CBJ0235E-999,,,800,4.68,3744.0,USD,B2B,SELL-IN,COJAPAN,200312
CQ0280L,2026-04-21,LATAM,ECUADOR,Mexico Worldcup Promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0280L,CLC0473K-999,,,20,16.79,335.8,USD,B2B,SELL-IN,COJAPAN,200312
CQ0280R,2026-04-21,LATAM,ECUADOR,Mexico Worldcup Promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0280R,CLC0472K-999,,,20,16.79,335.8,USD,B2B,SELL-IN,COJAPAN,200312
GV0430,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,BUSH AM,GV0430,CBH0698A-999,,,1,1.89,1.89,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CL0284,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,STABILIZER LINK ASSY,CL0284,CSL0007F-999,,,1,2.66,2.66,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CE0427,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,OUTER TIE ROD ASSY,CE0427,ROT0531F-999,,,1,2.58,2.58,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CR0298,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,INNER TIE ROD ASSY,CR0298,RIT0841D-999,,,1,4.46,4.46,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CB0274,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,BALL JOINT ASSY,CB0274,CBJ0369E-999,,,1,4.21,4.21,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CQ0495L,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0495L,CLC0961D-999,,,1,17.48,17.48,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CS0020,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,TIE ROD ASSY,CS0020,RTR0029G-999,,,1,5.4,5.4,USD,B2B,SELL-IN,Lordco Auto Parts,289029
PL0034,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,STABILIZER LINK ASSY,PL0034,CSL1914B-999,,,1,4.93,4.93,USD,B2B,SELL-IN,Lordco Auto Parts,289029
GA0022,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,TOP STRUT MOUNTING,GA0022,CSM0023C-999,,,1,9.8,9.8,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CA0060,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,CA0060 IDLER ARM ASSY,CA0060,RIA0089B-999,,,1,8.07,8.07,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CL0615K,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,S/LINK ASSY,CL0615K,CSL1196E-999,,,1,3.6,3.6,USD,B2B,SELL-IN,Lordco Auto Parts,289029
GA0008K,2026-04-21,NA,CANADA,Strategic Partner Program,CHOICE_KIT,TOP STRUT MOUNTING,GA0008K,CSM0072B-999,,,1,8.35,8.35,USD,B2B,SELL-IN,Lordco Auto Parts,289029
CB0336,2026-04-27,LATAM,가이아나,CTR MarketFit Campaign,CHOICE_KIT,BALL JOINT,CB0336,401601HJ0A,LOWER,NISSAN MARCH 2010-,40,4.87,194.8,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CL0477,2026-04-27,LATAM,가이아나,CTR MarketFit Campaign,CHOICE_KIT,STABILIZER LINK ASSY,CL0477,54618-JX00A,Front,NISSAN MICRA 2015 - 2019,200,5.55,1110,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CR0490,2026-04-27,LATAM,가이아나,CTR MarketFit Campaign,CHOICE_KIT,INNER TIE ROD,CR0490,485211HK0A,R/L,NISSAN MARCH 2010-,30,5.73,171.9,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CB0336,2026-04-27,LATAM,GUYANA,Mexico Worldcup Promotion,CHOICE_KIT,BALL JOINT ASSY,CB0336,CBJ0588G-999,,,40,4.87,194.8,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CL0477,2026-04-27,LATAM,GUYANA,Mexico Worldcup Promotion,CHOICE_KIT,S/LINK ASSY,CL0477,CSL0546H-999,,,200,5.55,1110.0,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CR0490,2026-04-27,LATAM,GUYANA,Mexico Worldcup Promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0490,RIT0646K-999,,,30,5.73,171.9,USD,B2B,SELL-IN,SANKAR'S AUTOWORKS,200170
CB0161,2026-04-28,LATAM,페루,CTR MarketFit Campaign,CHOICE_KIT,BALL JOINT,CB0161,96535089,LOWER,GM KOREA AVEO 2002-,23,5.11,117.53,USD,B2B,SELL-IN,RENUSA,200465
CE0287R,2026-04-28,LATAM,페루,CTR MarketFit Campaign,CHOICE_KIT,OUTER TIE ROD,CE0287R,93740623,OUTER R,GM KOREA KALOS 2002-2004,12,5.3,63.6,USD,B2B,SELL-IN,RENUSA,200465
CB0161,2026-04-28,LATAM,PERU,Mexico Worldcup Promotion,CHOICE_KIT,BALL JOINT ASSY,CB0161,CBJ0235E-999,,,23,5.11,117.53,USD,B2B,SELL-IN,RENUSA,200465
CB0590,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0590,"163 330 00 35
A 163 330 01 35",FRONT LOWER,MERCEDES-BENZ | ML-Series (163113/163136) 1998-2005,10,7.67,76.7,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0596,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0596,"7E0 407 361 A
7H0 407 361",FRONT LOWER,VW | Transporter (7HB/7HJ) 2003-2009,10,5.97,59.7,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0259,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0259,324057,FRONT,OPEL | Frontera 1992-1998,12,4.14,49.68,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0839R,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0839R,"6C0 423 812 A
6Q0 423 812
6Q0 423 812 C
6R0 423 812 A
6RD 422 811
6RD 422 812
6RD 423 812 B
FOR 6R0 423 804 A",FRONT R,VW | Polo (601/603/6R1/602/604/612/6C1) 2009-2022,2,5.53,11.06,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0840R,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0840R,"FOR 6R0 423 803 B
FOR 6R0 423 803 D",FRONT R,VW | Polo (601/603/6R1/602/604/612/6C1) 2009-2022,2,5.21,10.42,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0909L,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0909L,"7L0 422 817 C
7L0 422 817 D",FRONT L,VW | Touareg (7L6/7L6/7LA/7LA) 2002-2014,2,7.32,14.64,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0007,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0007,"31 35 1 130 075
31 35 1 134 582",FRONT,BMW | 5 Series (E34) 1987-1996,4,4.49,17.96,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0229,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0229,350607,FRONT R,OPEL | Frontera 1992-1998,4,3.68,14.72,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0230,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0230,350608,FRONT L,OPEL | Frontera 1992-1998,3,3.68,11.04,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0713,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0713,1K0 423 810 A,FRONT,VW | Jetta (162/163/AV2/AV3) 2010-2017,10,5.35,53.5,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0809,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0809,32 10 6 780 985,FRONT,BMW | X5 Series (E70) 2006-2008,6,5.43,32.58,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0815,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0815,"6RD 423 810
6RU 423 810",FRONT,VW | Polo (601/603/6R1/602/604/612/6C1) 2009-2022,4,5.29,21.16,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0915,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0915,"163 338 02 15
A 163 338 02 15",FRONT,MERCEDES-BENZ | ML-Series (163113/163136) 1998-2005,10,5.43,54.3,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0775,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0775,31 10 6 778 015,FRONT,BMW | X5 Series (E70) 2006-2008,10,7.18,71.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0787,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0787,7L0 412 333 A,FRONT,VW | Touareg (7L6/7L6/7LA/7LA) 2002-2014,20,2.4,48.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0820,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0820,7H0 407 183,FRONT,VW | Transporter (7HB/7HJ) 2003-2009,10,2.6,26.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0849,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0849,24439582,REAR,OPEL | Zafira (F75) 1999-2005,10,4.16,41.6,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0880,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0880,31 10 6 771 897,FRONT,BMW | X5 Series (E70) 2006-2008,10,2.47,24.7,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0998,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0998,"204 350 15 06
204 350 16 06",REAR,MERCEDES-BENZ | S-Series (221154) 2006-2013,10,3.24,32.4,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0149,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0149,352 828,FRONT LOWER,OPEL | Frontera 1992-1998,12,7.98,95.76,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0824L,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0824L,31 35 6 773 023,FRONT L,BMW | X5 Series (E70) 2006-2008,10,8.16,81.6,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0827L,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0827L,31 35 6 859 651,FRONT L,BMW | X5 Series (E70) 2006-2008,10,7.26,72.6,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0837,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0837,7L0 411 317,FRONT,VW | Touareg (7L6/7L6/7LA/7LA) 2002-2014,10,7.84,78.4,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0790,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0790,7L0 407 183 A,FRONT,VW | Touareg (7L6/7L6/7LA/7LA) 2002-2014,64,2.61,167.04,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0886,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,BUSH AM,GV0886,31 12 1 124 622,FRONT,BMW | 5 Series (E34) 1987-1996,30,2.46,73.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
PL0645,2026-04-30,CIS,투르크메니스탄,European vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0645,"1K0 411 315 D
5Q0 411 315 A
5Q0 411 315D",FRONT,VW | Jetta (162/163/AV2/AV3) 2010-2017,10,5.33,53.3,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0226,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0226,CBJ0489J-999,,,10,4.36,43.6,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0337R,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0337R,ROT1016F-999,,,8,5.9,47.2,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0733R,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0733R,ROT0383E-999,,,10,5.29,52.9,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0359,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0359,CSL0931D-999,,,4,3.93,15.72,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0295,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0295,RIT0761C-999,,,10,5.41,54.1,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0807,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0807,RIT1311B-999,,,6,5.34,32.04,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0488,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0488,CBH0516A-999,,,24,1.01,24.24,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0497,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0497,CBH0659A-999,,,10,2.05,20.5,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0402L,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0402L,CBJ0268G-999,,,16,5.97,95.52,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0418,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0418,CBJ0272H-999,,,80,6.39,511.2,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0426,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0426,CBJ0273G-999,,,32,6.49,207.68,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CB0427,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BALL JOINT ASSY,CB0427,CBJ0274G-999,,,96,6.49,623.04,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0734,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0734,ROT0384E-999,,,60,5.48,328.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0737,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0737,ROT0387E-999,,,60,5.77,346.2,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0738,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0738,ROT0388E-999,,,40,5.77,230.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0739,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0739,ROT0390C-999,,,50,5.09,254.5,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0763,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0763,ROT0415D-999,,,30,5.21,156.3,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0812,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0812,ROT1086D-999,,,36,6.5,234.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0872L,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0872L,ROT1955C-999,,,36,7.02,252.72,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CE0872R,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,OUTER TIE ROD ASSY,CE0872R,ROT1954C-999,,,18,7.02,126.36,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0086,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0086,CSL0252G-999,,,240,3.57,856.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0291,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,S/LINK ASSY,CL0291,CSL0675G-999,,,120,3.75,450.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0311,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,S/LINK ASSY,CL0311,CSL1063D-999,,,24,4.02,96.48,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0557,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0557,CSL0488F-999,,,480,4.35,2088.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0573,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0573,CSL1413G-999,,,60,3.88,232.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0574,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,S/LINK ASSY,CL0574,CSL0244J-999,,,20,4.66,93.2,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0575,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0575,CSL0245J-999,,,40,4.66,186.4,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0586,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,S/LINK ASSY,CL0586,CSL0255H-999,,,30,4.47,134.1,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CL0597,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,CL0597,CSL0268H-999,,,600,3.89,2334.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0649,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0649,RIT0191G-999,,,20,5.3,106.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
CR0808,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,INNER TIE ROD ASSY,CR0808,RIT1313B-999,,,20,5.78,115.6,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0148,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0148,CBH0372A-999,,,96,3.14,301.44,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0438,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0438,CBH0466A-999,,,160,2.5,400.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0439,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0439,CBH0467A-999,,,48,3.55,170.4,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0471,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0471,CBH0499A-999,,,64,2.93,187.52,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0483,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0483,CBH0511A-999,,,192,0.6,115.2,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0489,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0489,CBH0517A-999,,,64,0.7,44.8,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
GV0538,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,BUSH AM,GV0538,CBH0868A-999,,,64,0.92,58.88,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
PL0557,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0557,CSL1885B-999,,,70,5.63,394.1,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
PL0597,2026-04-30,CIS,TURKMENISTAN,Asian vehicle,CHOICE_KIT,STABILIZER LINK ASSY,PL0597,CSL1886B-999,,,50,5.7,285.0,USD,B2B,SELL-IN,ES “RAHAT YOL”,200507
