CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CL0313L,2025-04-29,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0313L,CL0313L,,HYUNDAI,50,4.08,204.0,USD,B2B,SELL-IN,THAN CONG
CE0276,2025-04-29,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0276,CE0276,OUTER,KIA,30,4.62,138.6,USD,B2B,SELL-IN,THAN CONG
CR0277,2025-04-29,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0277,CR0277,INNER,HYUNDAI,50,4.56,227.99999999999997,USD,B2B,SELL-IN,THAN CONG
CL0243,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0243,CL0243,,GMDAT,48,3.44,165.12,USD,B2B,SELL-IN,GP
CL0473,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0473,CL0473,,NISSAN,50,3.28,164.0,USD,B2B,SELL-IN,GP
CL0758L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0758L,CL0758L,,MITSUBISHI,36,5.05,181.79999999999998,USD,B2B,SELL-IN,GP
CL0758R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0758R,CL0758R,,MITSUBISHI,36,5.05,181.79999999999998,USD,B2B,SELL-IN,GP
CQ0540L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0540L,CQ0540L,,HONDA,8,25.98,207.84,USD,B2B,SELL-IN,GP
CQ0540R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0540R,CQ0540R,,HONDA,8,25.98,207.84,USD,B2B,SELL-IN,GP
CQ0785L,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0785L,CQ0785L,,FORD,8,47.25,378.0,USD,B2B,SELL-IN,GP
CQ0785R,2025-05-12,ASIA,태국,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0785R,CQ0785R,,FORD,8,47.25,378.0,USD,B2B,SELL-IN,GP
CB0470L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0470L,CB0470L,,FORD,10,7.15,71.5,USD,B2B,SELL-IN,MAST
CB0078,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0078,CB0078,,GM,10,8.51,85.1,USD,B2B,SELL-IN,MAST
CQ0168L,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0168L,CQ0168L,,HYUNDAI,10,31.98,319.8,USD,B2B,SELL-IN,MAST
CQ0208,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY,CQ0208,CQ0208,,KIA,100,8.03,802.9999999999999,USD,B2B,SELL-IN,MAST
CR0305,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0305,CR0305,INNER,VOLKSWAGEN,50,9.56,478.0,USD,B2B,SELL-IN,MAST
GV0162,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0162,GV0162,,HYUNDAI,10,1.97,19.7,USD,B2B,SELL-IN,MAST
GV0299,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0299,GV0299,,HYUNDAI,10,5.55,55.5,USD,B2B,SELL-IN,MAST
GV0307,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0307,GV0307,,HYUNDAI,100,2.2,220.00000000000003,USD,B2B,SELL-IN,MAST
GV0321,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0321,GV0321,,HYUNDAI,100,1.0,100.0,USD,B2B,SELL-IN,MAST
GV0067,2025-05-20,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0067,GV0067,,HYUNDAI,100,1.6,160.0,USD,B2B,SELL-IN,MAST
CB0341,2025-05-26,ASIA,필리핀,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0341,CB0341,,NISSAN,10,4.94,49.400000000000006,USD,B2B,SELL-IN,YOUNG AUTO
CB0175,2025-05-26,ASIA,필리핀,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0175,CB0175,,MITSUBISHI,20,6.19,123.80000000000001,USD,B2B,SELL-IN,YOUNG AUTO
CR0077,2025-05-26,ASIA,필리핀,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0077,CR0077,INNER,FORD,5,4.74,23.700000000000003,USD,B2B,SELL-IN,YOUNG AUTO
CL0524,2025-05-26,ASIA,필리핀,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0524,CL0524,,SUZUKI,20,4.34,86.8,USD,B2B,SELL-IN,YOUNG AUTO
CE1090L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE1090L,CE1090L,OUTER,MITSUBISHI,20,7.3,146.0,USD,B2B,SELL-IN,MAST
CE1090R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE1090R,CE1090R,OUTER,MITSUBISHI,20,7.3,146.0,USD,B2B,SELL-IN,MAST
CB0467,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0467,CB0467,,GMDAT,50,4.5,225.0,USD,B2B,SELL-IN,MAST
CB0228,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0228,CB0228,,KIA,200,6.98,1396.0,USD,B2B,SELL-IN,MAST
CE0943L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0943L,CE0943L,OUTER,KIA,20,6.78,135.6,USD,B2B,SELL-IN,MAST
CE0943R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0943R,CE0943R,OUTER,KIA,20,6.78,135.6,USD,B2B,SELL-IN,MAST
CE0896,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0896,CE0896,OUTER,MAZDA,20,6.92,138.4,USD,B2B,SELL-IN,MAST
CQ0131L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0131L,CQ0131L,,HYUNDAI,30,22.47,674.0999999999999,USD,B2B,SELL-IN,MAST
CQ0131R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0131R,CQ0131R,,HYUNDAI,30,22.47,674.0999999999999,USD,B2B,SELL-IN,MAST
CR0305,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0305,CR0305,INNER,HYUNDAI,100,9.56,956.0,USD,B2B,SELL-IN,MAST
GV0140,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0140,GV0140,,GMDAT,128,2.2,281.6,USD,B2B,SELL-IN,MAST
GV0619,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0619,GV0619,,HYUNDAI,100,0.73,73.0,USD,B2B,SELL-IN,MAST
GV0979,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0979,GV0979,,HYUNDAI,120,1.32,158.4,USD,B2B,SELL-IN,MAST
CB0171,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0171,CB0171,,GMDAT,10,4.98,49.800000000000004,USD,B2B,SELL-IN,NAM BAC
CB0172,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0172,CB0172,,GMDAT,10,5.4,54.0,USD,B2B,SELL-IN,NAM BAC
CN0001,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INTERMEDIATE SHAFT,CN0001,CN0001,,KIA,20,8.38,167.60000000000002,USD,B2B,SELL-IN,NAM BAC
CE0338L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338L,CE0338L,OUTER,HYUNDAI,20,5.83,116.6,USD,B2B,SELL-IN,NAM BAC
CE0338R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338R,CE0338R,OUTER,HYUNDAI,20,5.83,116.6,USD,B2B,SELL-IN,NAM BAC
CE0352L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0352L,CE0352L,OUTER,HYUNDAI,20,7.78,155.6,USD,B2B,SELL-IN,NAM BAC
CE0352R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0352R,CE0352R,OUTER,HYUNDAI,20,7.78,155.6,USD,B2B,SELL-IN,NAM BAC
CE0894L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0894L,CE0894L,OUTER,KIA,20,7.2,144.0,USD,B2B,SELL-IN,NAM BAC
CE0894R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0894R,CE0894R,OUTER,KIA,20,7.2,144.0,USD,B2B,SELL-IN,NAM BAC
CE0349,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0349,CE0349,OUTER,VOLKSWAGEN,40,6.45,258.0,USD,B2B,SELL-IN,NAM BAC
CL0399L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0399L,CL0399L,,MITSUBISHI,10,3.68,36.800000000000004,USD,B2B,SELL-IN,NAM BAC
CL0399R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0399R,CL0399R,,MITSUBISHI,10,3.68,36.800000000000004,USD,B2B,SELL-IN,NAM BAC
CQ0088,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0088,CQ0088,,GMDAT,100,7.48,748.0,USD,B2B,SELL-IN,NAM BAC
CQ0114L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0114L,CQ0114L,,HYUNDAI,8,18.69,149.52,USD,B2B,SELL-IN,NAM BAC
CQ0114R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0114R,CQ0114R,,HYUNDAI,8,18.69,149.52,USD,B2B,SELL-IN,NAM BAC
CQ0207L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0207L,CQ0207L,,KIA,8,19.69,157.52,USD,B2B,SELL-IN,NAM BAC
CQ0207R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0207R,CQ0207R,,KIA,8,19.69,157.52,USD,B2B,SELL-IN,NAM BAC
CQ0242L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0242L,CQ0242L,,MITSUBISHI,4,21.58,86.32,USD,B2B,SELL-IN,NAM BAC
CQ0242R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0242R,CQ0242R,,MITSUBISHI,4,21.58,86.32,USD,B2B,SELL-IN,NAM BAC
CQ0263,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0263,CQ0263,,MAZDA,4,13.68,54.72,USD,B2B,SELL-IN,NAM BAC
CQ0253L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0253L,CQ0253L,,MAZDA,4,18.98,75.92,USD,B2B,SELL-IN,NAM BAC
CQ0253R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0253R,CQ0253R,,MAZDA,4,18.98,75.92,USD,B2B,SELL-IN,NAM BAC
CR0768,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0768,CR0768,INNER,FORD,20,6.1,122.0,USD,B2B,SELL-IN,NAM BAC
CR0305,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0305,CR0305,INNER,VOLKSWAGEN,100,9.56,956.0,USD,B2B,SELL-IN,NAM BAC
CQ0396L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0396L,CQ0396L,,KIA,5,19.9,99.5,USD,B2B,SELL-IN,NAM BAC
CQ0396R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0396R,CQ0396R,,KIA,5,19.9,99.5,USD,B2B,SELL-IN,NAM BAC
GA0055,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,SHOCK ABSORBER MOUNT,GA0055,GA0055,,GMDAT,30,13.34,400.2,USD,B2B,SELL-IN,NAM BAC
GA0002,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,SHOCK ABSORBER MOUNT,GA0002,GA0002,,HYUNDAI,50,5.76,288.0,USD,B2B,SELL-IN,NAM BAC
GA0026,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,SHOCK ABSORBER MOUNT,GA0026,GA0026,,HYUNDAI,20,6.63,132.6,USD,B2B,SELL-IN,NAM BAC
GA0031,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,SHOCK ABSORBER MOUNT,GA0031,GA0031,,KIA,50,3.7,185.0,USD,B2B,SELL-IN,NAM BAC
GZ0051,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,ENGINE BRACKET ASSY,GZ0051,GZ0051,,KIA,50,4.64,231.99999999999997,USD,B2B,SELL-IN,NAM BAC
GV0112,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0112,GV0112,,GMDAT,50,0.78,39.0,USD,B2B,SELL-IN,NAM BAC
GV0122,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0122,GV0122,,GMDAT,50,1.16,57.99999999999999,USD,B2B,SELL-IN,NAM BAC
GV0123,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0123,GV0123,,GMDAT,100,0.87,87.0,USD,B2B,SELL-IN,NAM BAC
GV0128,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0128,GV0128,,GMDAT,200,0.48,96.0,USD,B2B,SELL-IN,NAM BAC
GV0131,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0131,GV0131,,GMDAT,200,0.87,174.0,USD,B2B,SELL-IN,NAM BAC
GV0132,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0132,GV0132,,GMDAT,50,0.42,21.0,USD,B2B,SELL-IN,NAM BAC
GV0203,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0203,GV0203,,GMDAT,50,1.88,94.0,USD,B2B,SELL-IN,NAM BAC
GV0205,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0205,GV0205,,GMDAT,50,1.77,88.5,USD,B2B,SELL-IN,NAM BAC
GV0527,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0527,GV0527,,GMDAT,30,0.85,25.5,USD,B2B,SELL-IN,NAM BAC
GV0531,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0531,GV0531,,GMDAT,100,0.83,83.0,USD,B2B,SELL-IN,NAM BAC
GV0084,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0084,GV0084,,HYUNDAI,50,0.72,36.0,USD,B2B,SELL-IN,NAM BAC
GV0085,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0085,GV0085,,HYUNDAI,400,2.7,1080.0,USD,B2B,SELL-IN,NAM BAC
GV0159,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0159,GV0159,,HYUNDAI,200,1.26,252.0,USD,B2B,SELL-IN,NAM BAC
GV0163,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0163,GV0163,,HYUNDAI,200,0.76,152.0,USD,B2B,SELL-IN,NAM BAC
GV0166,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0166,GV0166,,HYUNDAI,50,0.76,38.0,USD,B2B,SELL-IN,NAM BAC
GV0168,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0168,GV0168,,HYUNDAI,50,2.3,114.99999999999999,USD,B2B,SELL-IN,NAM BAC
GV0305,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0305,GV0305,,HYUNDAI,150,1.51,226.5,USD,B2B,SELL-IN,NAM BAC
GV0315,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0315,GV0315,,HYUNDAI,50,1.51,75.5,USD,B2B,SELL-IN,NAM BAC
GV0006,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0006,GV0006,,HYUNDAI,50,2.96,148.0,USD,B2B,SELL-IN,NAM BAC
GV0325,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0325,GV0325,,HYUNDAI,500,1.86,930.0,USD,B2B,SELL-IN,NAM BAC
GV0526,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0526,GV0526,,HYUNDAI,50,0.33,16.5,USD,B2B,SELL-IN,NAM BAC
GV0548,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0548,GV0548,,HYUNDAI,50,4.64,231.99999999999997,USD,B2B,SELL-IN,NAM BAC
GV0036,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0036,GV0036,,HYUNDAI,50,2.05,102.49999999999999,USD,B2B,SELL-IN,NAM BAC
GV0075,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0075,GV0075,,HYUNDAI,1000,1.75,1750.0,USD,B2B,SELL-IN,NAM BAC
GV0059,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0059,GV0059,,HYUNDAI,200,0.58,115.99999999999999,USD,B2B,SELL-IN,NAM BAC
GV0529,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0529,GV0529,,KIA,50,0.53,26.5,USD,B2B,SELL-IN,NAM BAC
GV0550,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0550,GV0550,,KIA,50,2.35,117.5,USD,B2B,SELL-IN,NAM BAC
GV0188,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0188,GV0188,,KIA,200,1.86,372.0,USD,B2B,SELL-IN,NAM BAC
GV0189,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0189,GV0189,,KIA,400,1.35,540.0,USD,B2B,SELL-IN,NAM BAC
GV0335,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0335,GV0335,,KIA,50,2.26,112.99999999999999,USD,B2B,SELL-IN,NAM BAC
GV0339,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0339,GV0339,,KIA,100,1.0,100.0,USD,B2B,SELL-IN,NAM BAC
GV0341,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0341,GV0341,,KIA,100,1.0,100.0,USD,B2B,SELL-IN,NAM BAC
GV0342,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0342,GV0342,,KIA,50,0.87,43.5,USD,B2B,SELL-IN,NAM BAC
GV0474,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0474,GV0474,,TOYOTA,100,2.43,243.00000000000003,USD,B2B,SELL-IN,NAM BAC
CR0305,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0305,CR0305,INNER,HYUNDAI,80,9.56,764.8000000000001,USD,B2B,SELL-IN,THAN CONG
CQ0208,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY,CQ0208,CQ0208,,KIA,10,8.03,80.3,USD,B2B,SELL-IN,NAM BAC
GV0128,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0128,GV0128,,GMDAT,64,0.48,30.72,USD,B2B,SELL-IN,NAM BAC
GV0085,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0085,GV0085,,HYUNDAI,96,2.7,259.20000000000005,USD,B2B,SELL-IN,NAM BAC
GV0147,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0147,GV0147,,HYUNDAI,100,0.55,55.00000000000001,USD,B2B,SELL-IN,NAM BAC
GV0168,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0168,GV0168,,HYUNDAI,32,2.3,73.6,USD,B2B,SELL-IN,NAM BAC
GV0548,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0548,GV0548,,HYUNDAI,32,4.64,148.48,USD,B2B,SELL-IN,NAM BAC
GV0036,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0036,GV0036,,HYUNDAI,64,2.05,131.2,USD,B2B,SELL-IN,NAM BAC
GV0083,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0083,GV0083,,HYUNDAI,60,3.1,186.0,USD,B2B,SELL-IN,NAM BAC
GV0072,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0072,GV0072,,HYUNDAI,32,2.91,93.12,USD,B2B,SELL-IN,NAM BAC
GV0089,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0089,GV0089,,KIA,96,2.0,192.0,USD,B2B,SELL-IN,NAM BAC
GV0630,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0630,GV0630,,GM KOREA,20,2.2,44.0,USD,B2B,SELL-IN,NAM BAC
GV0631,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BUSH AM,GV0631,GV0631,,GM KOREA,20,3.83,76.6,USD,B2B,SELL-IN,NAM BAC
CB0492,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0492,CB0492,,HYUNDAI,60,8.48,508.8,USD,B2B,SELL-IN,NAM BAC
CE0338L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338L,CE0338L,OUTER,HYUNDAI,10,5.83,58.3,USD,B2B,SELL-IN,NAM BAC
CE0338R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0338R,CE0338R,OUTER,HYUNDAI,14,5.83,81.62,USD,B2B,SELL-IN,NAM BAC
CL0608,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0608,CL0608,,TOYOTA,30,4.33,129.9,USD,B2B,SELL-IN,NAM BAC
CQ0468L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0468L,CQ0468L,,GM,4,26.14,104.56,USD,B2B,SELL-IN,NAM BAC
CQ0468R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0468R,CQ0468R,,GM,4,26.14,104.56,USD,B2B,SELL-IN,NAM BAC
CQ0495L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0495L,CQ0495L,,MAZDA,4,36.98,147.92,USD,B2B,SELL-IN,NAM BAC
CQ0495R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0495R,CQ0495R,,MAZDA,4,36.98,147.92,USD,B2B,SELL-IN,NAM BAC
CQ0660L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0660L,CQ0660L,,HONDA,4,20.2,80.8,USD,B2B,SELL-IN,NAM BAC
CQ0660R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0660R,CQ0660R,,HONDA,4,20.2,80.8,USD,B2B,SELL-IN,NAM BAC
CQ0243L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0243L,CQ0243L,,MITSUBISHI,2,16.34,32.68,USD,B2B,SELL-IN,NAM BAC
CQ0243R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0243R,CQ0243R,,MITSUBISHI,2,16.34,32.68,USD,B2B,SELL-IN,NAM BAC
CQ0248L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0248L,CQ0248L,,MAZDA,2,22.85,45.7,USD,B2B,SELL-IN,NAM BAC
CQ0248R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0248R,CQ0248R,,MAZDA,2,22.85,45.7,USD,B2B,SELL-IN,NAM BAC
CQ0253L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0253L,CQ0253L,,MAZDA,2,18.98,37.96,USD,B2B,SELL-IN,NAM BAC
CQ0253R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0253R,CQ0253R,,MAZDA,2,18.98,37.96,USD,B2B,SELL-IN,NAM BAC
CQ0283L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0283L,CQ0283L,,NISSAN,2,17.09,34.18,USD,B2B,SELL-IN,NAM BAC
CQ0283R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0283R,CQ0283R,,NISSAN,2,17.09,34.18,USD,B2B,SELL-IN,NAM BAC
CQ0311L,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0311L,CQ0311L,,TOYOTA,2,18.53,37.06,USD,B2B,SELL-IN,NAM BAC
CQ0311R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0311R,CQ0311R,,TOYOTA,2,18.53,37.06,USD,B2B,SELL-IN,NAM BAC
CQ0299R,2025-05-30,ASIA,베트남,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0299R,CQ0299R,,TOYOTA,4,17.62,70.48,USD,B2B,SELL-IN,NAM BAC
